,name,price,address,information,url,brand,image_url,model,store,type,fuel,used_status,used_distance,Giảm xóc - Phuộc,Phanh,Động cơ,Đồng hồ,Khoá,Hệ thống đèn,Hệ thống tự động,Công nghệ kết nối,Khác
29,Honda Air Blade 125 FI,42000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/157/1657157/1657157-86-339323959-669896738241900-5692552470717839534-n-20230530103158-r3gjqg5g_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""Trạm Dịch Vụ Xe Máy OKXE Hà Nội"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1657157,Honda,https://cdn.okxe.vn/products/157/1657157/1657157-86-339323959-669896738241900-5692552470717839534-n-20230530103158-r3gjqg5g_l_800x800.jpg,Air Blade,Trạm Dịch Vụ Xe Máy OKXE Hà Nội,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
30,Piaggio Liberty 125,58800000,Tp. Hồ Chí Minh,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/647/1595647/1595647-128-piaggio-liberty-s-125-red-1-20230508014523-grqds4ts_l_800x800.jpg"", ""model"": ""Liberty"", ""store"": ""Trạm Dịch Vụ Xe Máy TP HCM"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""new"", ""used_distance"": 0, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/piaggio-liberty-125-1595647,Piaggio,https://cdn.okxe.vn/products/647/1595647/1595647-128-piaggio-liberty-s-125-red-1-20230508014523-grqds4ts_l_800x800.jpg,Liberty,Trạm Dịch Vụ Xe Máy TP HCM,1,Gasolin,new,0,Phuộc Bottom-link Uni-Trak,,Phun xăng điện tử Fi / PGM-FI,,,,,,
31,Yamaha MT 15,45000000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/998/1697998/1697998_209408_4._20230615084135_wOLV0MUb_l_800x800.jpg"", ""model"": ""MT"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-mt-15-1697998,Yamaha,https://cdn.okxe.vn/products/998/1697998/1697998_209408_4._20230615084135_wOLV0MUb_l_800x800.jpg,MT,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
32,Piaggio Liberty 125,58800000,Tp. Hồ Chí Minh,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/640/1595640/1595640-128-piaggio-liberty-s-125-black-9-20230508014321-hwxfmmtk_l_800x800.jpg"", ""model"": ""Liberty"", ""store"": ""Trạm Dịch Vụ Xe Máy TP HCM"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""new"", ""used_distance"": 0, ""Giảm xóc - Phuộc"": ""Phuộc Bottom-link Uni-Trak"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/piaggio-liberty-125-1595640,Piaggio,https://cdn.okxe.vn/products/640/1595640/1595640-128-piaggio-liberty-s-125-black-9-20230508014321-hwxfmmtk_l_800x800.jpg,Liberty,Trạm Dịch Vụ Xe Máy TP HCM,1,Gasolin,new,0,Phuộc Bottom-link Uni-Trak,,Phun xăng điện tử Fi / PGM-FI,,,,,,
33,Piaggio Fly 125,7000000,Tp. Hà Nội,"{""brand"": ""Piaggio"", ""image_url"": ""https://cdn.okxe.vn/products/996/1697996/1697996_209408_6._20230615084026_3F6LlAKz_l_800x800.jpg"", ""model"": ""Fly"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Khoá"": ""Khóa chống trộm,Smartkey""}",https://api.okxe.vn/products/piaggio-fly-125-1697996,Piaggio,https://cdn.okxe.vn/products/996/1697996/1697996_209408_6._20230615084026_3F6LlAKz_l_800x800.jpg,Fly,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,Phanh Đĩa,,,"Khóa chống trộm,Smartkey",,,,
34,SYM Shark 170,7000000,Tp. Hà Nội,"{""brand"": ""SYM"", ""image_url"": ""https://cdn.okxe.vn/products/995/1697995/1697995_209408_2._20230615083805_29nTAltc_l_800x800.jpg"", ""model"": ""Shark"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa""}",https://api.okxe.vn/products/sym-shark-170-1697995,SYM,https://cdn.okxe.vn/products/995/1697995/1697995_209408_2._20230615083805_29nTAltc_l_800x800.jpg,Shark,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,Phanh Đĩa,,,,,,,
35,Honda PCX 125,21000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/992/1697992/1697992_209408_8._20230615083521_h7t5Fq4w_l_800x800.jpg"", ""model"": ""PCX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-pcx-125-1697992,Honda,https://cdn.okxe.vn/products/992/1697992/1697992_209408_8._20230615083521_h7t5Fq4w_l_800x800.jpg,PCX,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
36,Yamaha Nouvo 6 125,11000000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/994/1697994/1697994_209408_2._20230615083754_V4pI3y3s_l_800x800.jpg"", ""model"": ""Nouvo 6"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-nouvo-6-125-1697994,Yamaha,https://cdn.okxe.vn/products/994/1697994/1697994_209408_2._20230615083754_V4pI3y3s_l_800x800.jpg,Nouvo 6,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
37,Yamaha Nouvo 6 125,11500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": null, ""model"": ""Nouvo 6"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-nouvo-6-125-1697989,Yamaha,,Nouvo 6,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
38,Honda Air Blade 125 FI,33000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/980/1697980/1697980_209408_5._20230615082802_i0JYkemy_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697980,Honda,https://cdn.okxe.vn/products/980/1697980/1697980_209408_5._20230615082802_i0JYkemy_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
39,Yamaha Exciter 150 RC,22500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/991/1697991/1697991_209408_2._20230615083455_Y5YDXeZR_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-150-rc-1697991,Yamaha,https://cdn.okxe.vn/products/991/1697991/1697991_209408_2._20230615083455_Y5YDXeZR_l_800x800.jpg,Exciter,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
40,Honda Wave Alpha RSX 110 Fi,12000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/985/1697985/1697985_209408_1._20230615083019_PBy9731M_l_800x800.jpg"", ""model"": ""Wave Alpha"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh Đĩa,Phanh động cơ"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-wave-alpha-rsx-110-fi-1697985,Honda,https://cdn.okxe.vn/products/985/1697985/1697985_209408_1._20230615083019_PBy9731M_l_800x800.jpg,Wave Alpha,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh Đĩa,Phanh động cơ",Phun xăng điện tử Fi / PGM-FI,,,,,,
41,Yamaha Exciter 150,20800000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/986/1697986/1697986_143456_review-0_20230615083100_GPWJu160_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""Xe Máy Trần Hải"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-150-1697986,Yamaha,https://cdn.okxe.vn/products/986/1697986/1697986_143456_review-0_20230615083100_GPWJu160_l_800x800.jpg,Exciter,Xe Máy Trần Hải,2,Gasolin,used,5000,,,,,,,,,
42,Honda Air Blade 125 FI,25500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/987/1697987/1697987_209408_5._20230615083153_tDcEpZfl_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697987,Honda,https://cdn.okxe.vn/products/987/1697987/1697987_209408_5._20230615083153_tDcEpZfl_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
43,Yamaha Exciter 150 RC,23500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/984/1697984/1697984_209408_2._20230615082932_t4WCnTtY_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-150-rc-1697984,Yamaha,https://cdn.okxe.vn/products/984/1697984/1697984_209408_2._20230615082932_t4WCnTtY_l_800x800.jpg,Exciter,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
44,Yamaha Exciter 135,13500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/982/1697982/1697982_209408_4._20230615082825_7yY1Y5Jw_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-135-1697982,Yamaha,https://cdn.okxe.vn/products/982/1697982/1697982_209408_4._20230615082825_7yY1Y5Jw_l_800x800.jpg,Exciter,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
45,Honda Air Blade 125 FI,18500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/975/1697975/1697975_209408_2._20230615082514_YVql1xqY_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697975,Honda,https://cdn.okxe.vn/products/975/1697975/1697975_209408_2._20230615082514_YVql1xqY_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
46,Yamaha NVX 155,26800000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/979/1697979/1697979_209408_2._20230615082722_2ekdYNJb_l_800x800.jpg"", ""model"": ""NVX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-nvx-155-1697979,Yamaha,https://cdn.okxe.vn/products/979/1697979/1697979_209408_2._20230615082722_2ekdYNJb_l_800x800.jpg,NVX,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
47,Honda LEAD 125 FI,30000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/976/1697976/1697976_209408_7._20230615082543_Mlxx3S5r_l_800x800.jpg"", ""model"": ""LEAD"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Khoá"": ""Smartkey"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-lead-125-fi-1697976,Honda,https://cdn.okxe.vn/products/976/1697976/1697976_209408_7._20230615082543_Mlxx3S5r_l_800x800.jpg,LEAD,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,Smartkey,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
48,Honda Scoopy 110,7500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/978/1697978/1697978_209408_2._20230615082620_GSjBSNmT_l_800x800.jpg"", ""model"": ""Scoopy"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh ABS,Phanh động cơ""}",https://api.okxe.vn/products/honda-scoopy-110-1697978,Honda,https://cdn.okxe.vn/products/978/1697978/1697978_209408_2._20230615082620_GSjBSNmT_l_800x800.jpg,Scoopy,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh ABS,Phanh động cơ",,,,,,,
49,Yamaha Exciter VVA 155,30500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/974/1697974/1697974_209408_2._20230615082434_34TeQ4Qd_l_800x800.jpg"", ""model"": ""Exciter"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-exciter-vva-155-1697974,Yamaha,https://cdn.okxe.vn/products/974/1697974/1697974_209408_2._20230615082434_34TeQ4Qd_l_800x800.jpg,Exciter,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
50,Honda MSX 125,20500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/968/1697968/1697968_209408_1._20230615082308_gQD305VH_l_800x800.jpg"", ""model"": ""MSX"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI""}",https://api.okxe.vn/products/honda-msx-125-1697968,Honda,https://cdn.okxe.vn/products/968/1697968/1697968_209408_1._20230615082308_gQD305VH_l_800x800.jpg,MSX,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,Phanh Đĩa,Phun xăng điện tử Fi / PGM-FI,,,,,,
51,Yamaha Nouvo FI RC,10000000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/973/1697973/1697973_209408_5._20230615082410_WJF57NZ4_l_800x800.jpg"", ""model"": ""Nouvo"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-nouvo-fi-rc-1697973,Yamaha,https://cdn.okxe.vn/products/973/1697973/1697973_209408_5._20230615082410_WJF57NZ4_l_800x800.jpg,Nouvo,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
52,Suzuki Raider R150,17500000,Tp. Hà Nội,"{""brand"": ""Suzuki"", ""image_url"": ""https://cdn.okxe.vn/products/966/1697966/1697966_209408_3._20230615082205_yhizcwbm_l_800x800.jpg"", ""model"": ""Raider"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Khác"": ""Tiết kiệm nhiên liệu""}",https://api.okxe.vn/products/suzuki-raider-r150-1697966,Suzuki,https://cdn.okxe.vn/products/966/1697966/1697966_209408_3._20230615082205_yhizcwbm_l_800x800.jpg,Raider,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,,,Tiết kiệm nhiên liệu
53,Honda Air Blade 125 FI,36000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/970/1697970/1697970_209408_5._20230615082318_CgKkbY0l_l_800x800.jpg"", ""model"": ""Air Blade"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-air-blade-125-fi-1697970,Honda,https://cdn.okxe.vn/products/970/1697970/1697970_209408_5._20230615082318_CgKkbY0l_l_800x800.jpg,Air Blade,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
54,Honda SH 150i,79000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/963/1697963/1697963_209408_8._20230615082108_IRehbw7C_l_800x800.jpg"", ""model"": ""SH"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Đồng hồ"": ""Đồng hồ LCD"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-sh-150i-1697963,Honda,https://cdn.okxe.vn/products/963/1697963/1697963_209408_8._20230615082108_IRehbw7C_l_800x800.jpg,SH,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,Phun xăng điện tử Fi / PGM-FI,Đồng hồ LCD,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
55,Honda Vision 110,23500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/962/1697962/1697962_209408_2._20230615082100_B3I3QYsu_l_800x800.jpg"", ""model"": ""Vision"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Phanh"": ""Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa"", ""Động cơ"": ""Phun xăng điện tử Fi / PGM-FI"", ""Hệ thống tự động"": ""Hệ thống ngắt động cơ tạm thời - Idling Stop""}",https://api.okxe.vn/products/honda-vision-110-1697962,Honda,https://cdn.okxe.vn/products/962/1697962/1697962_209408_2._20230615082100_B3I3QYsu_l_800x800.jpg,Vision,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,"Phanh thắng đùm/ tang trống,Phanh cơ,Phanh Đĩa",Phun xăng điện tử Fi / PGM-FI,,,,Hệ thống ngắt động cơ tạm thời - Idling Stop,,
56,Honda Dream 100,15000000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/961/1697961/1697961_209408_3._20230615082015_mz4QGTgW_l_800x800.jpg"", ""model"": ""Dream"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000, ""Giảm xóc - Phuộc"": ""Giảm xóc thủy lực"", ""Phanh"": ""Phanh thắng đùm/ tang trống""}",https://api.okxe.vn/products/honda-dream-100-1697961,Honda,https://cdn.okxe.vn/products/961/1697961/1697961_209408_3._20230615082015_mz4QGTgW_l_800x800.jpg,Dream,xe máy PHÚ THỊNH,2,Gasolin,used,5000,Giảm xóc thủy lực,Phanh thắng đùm/ tang trống,,,,,,,
57,Yamaha Janus 125,16500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/948/1697948/1697948_209408_2._20230615081522_6Kg2SDZb_l_800x800.jpg"", ""model"": ""Janus"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""1"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-janus-125-1697948,Yamaha,https://cdn.okxe.vn/products/948/1697948/1697948_209408_2._20230615081522_6Kg2SDZb_l_800x800.jpg,Janus,xe máy PHÚ THỊNH,1,Gasolin,used,5000,,,,,,,,,
58,Yamaha FZ 150i,18500000,Tp. Hà Nội,"{""brand"": ""Yamaha"", ""image_url"": ""https://cdn.okxe.vn/products/959/1697959/1697959_209408_2._20230615081958_EPu8Cpft_l_800x800.jpg"", ""model"": ""FZ"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/yamaha-fz-150i-1697959,Yamaha,https://cdn.okxe.vn/products/959/1697959/1697959_209408_2._20230615081958_EPu8Cpft_l_800x800.jpg,FZ,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
59,Honda Winner X 150,23500000,Tp. Hà Nội,"{""brand"": ""Honda"", ""image_url"": ""https://cdn.okxe.vn/products/956/1697956/1697956_209408_5._20230615081837_rwX0Bb5P_l_800x800.jpg"", ""model"": ""Winner X"", ""store"": ""xe máy PHÚ THỊNH"", ""type"": ""2"", ""fuel"": ""Gasolin"", ""used_status"": ""used"", ""used_distance"": 5000}",https://api.okxe.vn/products/honda-winner-x-150-1697956,Honda,https://cdn.okxe.vn/products/956/1697956/1697956_209408_5._20230615081837_rwX0Bb5P_l_800x800.jpg,Winner X,xe máy PHÚ THỊNH,2,Gasolin,used,5000,,,,,,,,,
